21	29/7/1996	49	46	6	53	33	36	0	0	0	63	17.694,19	5030	221,62	SIM	13.182.021,44	0	0
22	5/8/1996	9	38	56	1	31	46	0	0	0	47	27.212,90	4865	262,9	SIM	14.716.828,84	0	0
23	12/8/1996	17	52	51	59	39	37	0	0	0	74	20.198,46	4897	305,23	SIM	16.510.452,00	0	0
24	19/8/1996	1	8	14	28	33	43	0	1	18.661.679,61	227	7.897,31	13486	132,93	NÃO	0	0	0
25	25/8/1996	56	50	55	54	24	43	0	0	0	28	26.338,50	2741	269,06	SIM	884.973,50	0	0
26	1/9/1996	50	53	57	10	58	22	0	0	0	16	52.473,74	1823	460,55	SIM	1.892.469,30	0	0
27	8/9/1996	44	33	13	51	17	20	0	0	0	99	9.306,24	6466	142,49	SIM	2.998.050,68	0	0
28	15/9/1996	60	6	22	3	24	54	0	0	0	50	19.749,22	4895	201,73	SIM	4.183.003,48	0	0
29	22/9/1996	14	56	58	8	43	3	0	1	5.401.793,60	44	23.083,15	5248	193,53	NÃO	0	0	0
30	29/9/1996	38	50	7	29	15	14	0	0	0	80	11.347,74	5885	154,26	SIM	10.127.520,80	0	0
31	6/10/1996	56	19	28	48	17	45	0	0	0	103	8.793,04	5680	159,45	SIM	11.214.340,46	0	0
32	13/10/1996	43	33	14	36	5	44	0	0	0	96	11.430,91	6876	159,6	SIM	12.531.181,83	0	0
33	20/10/1996	5	33	49	17	42	39	0	1	13.997.410,74	128	9.545,76	8722	140,09	NÃO	0	0	0
34	27/10/1996	15	13	57	53	40	17	0	0	0	51	13.604,06	2627	264,11	SIM	832.568,20	0	0
35	3/11/1996	21	57	16	23	54	4	0	0	0	39	20.051,18	3576	218,68	SIM	1.770.963,49	0	0
36	10/11/1996	13	3	51	17	29	25	0	0	0	143	6.238,12	8548	104,36	SIM	2.841.425,78	0	0
37	17/11/1996	22	6	7	52	38	60	0	0	0	47	16.848,61	3695	214,32	SIM	3.791.687,26	0	0
38	24/11/1996	55	42	10	43	45	54	0	0	0	24	38.863,10	1999	466,59	SIM	4.910.944,53	0	0
39	1/12/1996	16	37	45	52	56	12	0	0	0	73	13.459,05	4444	221,09	SIM	13.456.111,33	0	0
40	8/12/1996	3	12	46	5	47	8	0	0	0	189	7.789,93	12117	121,51	SIM	15.222.867,04	0	0
41	15/12/1996	38	26	35	39	12	47	0	1	17.019.238,50	148	10.114,70	10182	147,03	NÃO	0	0	0
42	22/12/1996	24	36	19	33	7	11	0	0	0	201	3.684,64	9580	77,31	SIM	888.735,02	0	0
43	29/12/1996	2	58	25	6	26	17	0	0	0	75	9.738,03	5070	144,06	SIM	1.765.157,22	0	0
44	5/1/1997	47	38	18	14	29	44	0	0	0	103	7.099,32	7742	94,45	SIM	2.642.633,14	0	0
45	12/1/1997	30	7	37	55	44	53	0	0	0	33	27.201,47	3004	298,82	SIM	3.719.811,46	0	0
46	19/1/1997	32	46	1	60	24	23	0	0	0	91	9.982,42	6263	145,04	SIM	4.809.891,56	0	0
47	26/1/1997	35	17	3	48	25	56	0	0	0	210	4.458,44	10873	85,94	SIM	5.933.418,51	0	0
48	2/2/1997	47	5	34	28	2	50	0	0	0	132	7.482,95	7454	132,25	SIM	7.118.717,38	0	0
49	9/2/1997	33	7	43	35	13	55	0	1	8.405.156,76	155	6.916,34	9830	108,85	NÃO	0	0	0
50	16/2/1997	57	44	21	16	58	6	0	0	0	31	25.241,25	2800	278,91	SIM	8.917.830,39	0	0
51	23/2/1997	23	24	42	25	17	47	0	0	0	143	7.231,47	9361	110,25	SIM	10.158.749,73	0	0
52	2/3/1997	58	15	59	30	38	46	0	0	0	77	15.544,23	6442	185,43	SIM	11.595.036,71	0	0
53	9/3/1997	42	13	3	46	38	16	0	0	0	210	6.337,79	10941	121,41	SIM	13.192.159,46	0	0
54	16/3/1997	5	21	9	56	18	36	0	2	7.469.653,99	207	7.033,61	13067	111,2	NÃO	0	0	0
55	23/3/1997	29	2	14	38	23	52	0	0	0	66	10.817,63	3840	185,56	SIM	856.756,39	0	0
56	30/3/1997	51	35	59	7	20	2	0	0	0	48	12.142,20	2599	223,81	SIM	1.556.147,46	0	0
57	6/4/1997	27	17	16	34	7	59	0	0	0	79	10.699,10	6173	136,65	SIM	2.570.421,80	0	0
58	13/4/1997	30	49	27	37	12	44	0	1	3.631.304,91	65	13.601,07	5040	175,06	NÃO	0	0	0
59	20/4/1997	28	13	34	2	8	54	0	0	0	90	7.312,34	5351	122,75	SIM	789.733,42	0	0
60	27/4/1997	38	14	21	15	3	20	0	0	0	129	7.111,47	7914	115,69	SIM	9.478.249,26	0	0
61	4/5/1997	59	8	18	29	42	44	0	0	0	52	18.902,94	3866	253,76	SIM	10.657.792,45	0	0
62	11/5/1997	52	13	6	24	8	31	0	0	0	119	9.968,70	8613	137,46	SIM	12.081.323,45	0	0
63	18/5/1997	26	9	41	49	25	40	0	1	13.680.019,57	82	16.246,91	6359	209,1	NÃO	0	0	0
64	25/5/1997	8	54	50	60	23	12	0	0	0	29	23.309,96	2441	276,38	SIM	811.186,58	0	0
65	1/6/1997	20	1	5	32	25	34	0	0	0	61	11.542,37	4932	142,48	SIM	1.656.088,09	0	0
66	8/6/1997	15	26	12	33	48	13	0	0	0	102	8.054,25	7686	106,68	SIM	2.641.927,81	0	0
67	15/6/1997	47	14	27	52	17	12	0	0	0	83	10.617,25	5479	160,52	SIM	3.699.406,44	0	0
68	22/6/1997	53	13	3	1	12	59	0	0	0	49	18.496,73	4758	190,11	SIM	4.787.014,46	0	0
69	29/6/1997	56	58	34	53	25	45	0	0	0	55	17.271,48	3661	258,96	SIM	5.926.931,93	0	0
70	6/7/1997	40	17	23	43	27	58	0	0	0	95	12.899,52	6071	201,46	SIM	14.883.849,29	0	0
71	13/7/1997	53	16	45	43	33	27	0	0	0	115	12.451,74	7430	192,35	SIM	16.602.188,45	0	0
72	20/7/1997	19	48	43	1	34	44	0	0	0	85	19.676,33	7982	209,13	SIM	18.609.174,26	0	0
73	27/7/1997	57	25	45	28	51	26	0	1	21.026.575,40	95	21.205,27	8222	244,52	NÃO	0	0	0
74	3/8/1997	2	24	34	50	38	37	0	0	0	40	18.257,68	3321	219,48	SIM	876.368,71	0	0
75	10/8/1997	36	49	37	35	24	21	0	0	0	70	12.395,02	5032	172,09	SIM	1.917.550,02	0	0
76	17/8/1997	33	18	23	8	17	53	0	0	0	92	10.247,61	6399	147,04	SIM	3.048.886,14	0	0
77	24/8/1997	29	54	40	57	49	21	0	0	0	20	49.648,81	2635	376,09	SIM	4.240.457,60	0	0
78	31/8/1997	22	32	46	12	25	31	0	0	0	103	9.907,36	5984	170,19	SIM	5.465.006,39	0	0
79	7/9/1997	43	25	2	13	31	17	0	1	6.770.601,75	247	4.404,85	13375	81,18	NÃO	0	0	0
80	14/9/1997	51	40	37	23	48	28	0	0	0	43	26.443,00	4284	264,89	SIM	10.953.707,53	0	0
81	21/9/1997	47	41	10	60	54	23	0	0	0	62	19.453,15	4870	247,17	SIM	12.401.021,68	0	0
82	28/9/1997	51	36	53	29	18	15	0	1	13.877.826,02	77	15.982,73	5889	208,57	NÃO	0	0	0
83	5/10/1997	24	16	4	42	57	15	0	0	0	76	9.408,43	4756	150,04	SIM	858.048,93	0	0
84	12/10/1997	10	34	4	6	25	40	0	0	0	102	7.539,68	5546	138,4	SIM	1.780.905,80	0	0
85	19/10/1997	47	15	30	37	45	6	0	0	0	45	17.279,25	4312	179,96	SIM	2.713.984,86	0	0
86	26/10/1997	54	21	6	34	36	22	0	0	0	48	16.752,96	3752	213,9	SIM	3.678.955,17	0	0
87	2/11/1997	40	4	28	32	11	5	0	0	0	64	12.696,60	5195	156,11	SIM	4.654.053,86	0	0
88	9/11/1997	45	37	29	4	43	18	0	0	0	110	7.965,82	6805	128,51	SIM	5.705.540,99	0	0
89	16/11/1997	59	42	34	13	44	55	0	0	0	36	24.246,00	3847	226,45	SIM	6.752.968,26	0	0
90	23/11/1997	21	26	40	54	9	52	0	1	15.764.300,87	74	18.584,49	4763	288,17	NÃO	0	0	0
91	30/11/1997	60	4	10	35	39	2	0	0	0	68	9.588,80	3878	167,81	SIM	782.445,93	0	0
92	7/12/1997	5	23	51	3	1	24	0	0	0	75	9.792,64	5530	132,56	SIM	1.663.783,45	0	0
93	14/12/1997	22	53	31	28	2	36	0	0	0	61	12.369,31	3795	198,44	SIM	2.569.217,31	0	0
94	21/12/1997	28	51	55	18	52	8	0	0	0	25	31.457,49	2086	376,26	SIM	3.512.942,16	0	0
95	28/12/1997	46	60	6	40	50	45	0	0	0	22	30.807,89	2185	309,58	SIM	4.326.270,55	0	0
96	4/1/1998	4	42	58	26	7	40	0	1	5.218.562,47	62	11.993,17	3984	186,27	NÃO	0	0	0
97	11/1/1998	56	53	11	14	5	35	0	1	727.932,66	56	10.832,33	3441	175,94	NÃO	0	0	0
98	18/1/1998	43	33	14	31	35	13	0	0	0	89	6.508,88	4972	116,28	SIM	695.149,05	0	0
99	25/1/1998	30	33	24	11	46	60	0	0	0	46	14.037,92	3015	213,76	SIM	1.470.041,96	0	0
100	1/2/1998	46	48	30	14	29	51	0	0	0	56	15.930,48	3600	247,32	SIM	8.585.129,47	0	0
101	8/2/1998	39	1	37	31	29	18	0	0	0	52	20.589,41	4653	229,64	SIM	9.869.908,65	0	0
102	15/2/1998	44	42	37	56	19	20	0	1	11.336.626,88	73	16.743,36	6197	196,85	NÃO	0	0	0
103	22/2/1998	9	1	57	7	54	49	0	1	696.984,24	28	20.743,58	2632	220,24	NÃO	0	0	0
104	1/3/1998	13	1	38	21	52	4	0	0	0	37	14.006,33	2588	199,85	SIM	621.880,72	0	0
105	8/3/1998	3	13	31	43	46	49	0	0	0	55	11.824,08	4875	133,14	SIM	1.402.269,88	0	0
106	15/3/1998	24	16	38	5	39	35	0	0	0	94	7.678,27	5390	133,65	SIM	2.268.378,66	0	0
107	22/3/1998	2	24	52	4	16	51	0	0	0	35	21.494,23	3554	211,26	SIM	3.171.136,01	0	0
108	29/3/1998	60	29	34	24	21	59	0	0	0	35	22.511,72	2453	320,57	SIM	4.116.628,49	0	0
109	4/4/1998	54	13	44	49	48	1	0	0	0	39	21.153,30	3881	212,15	SIM	11.523.677,38	0	0
110	11/4/1998	57	58	18	31	43	52	0	0	0	35	27.771,48	3212	302,01	SIM	12.690.079,16	0	0
111	18/4/1998	52	32	4	33	25	22	0	0	0	68	18.082,94	6109	200,88	SIM	14.165.647,19	0	0
112	25/4/1998	37	43	34	20	12	42	0	1	15.802.579,93	137	9.957,01	8340	163,25	NÃO	0	0	0
113	2/5/1998	34	54	26	28	55	7	0	0	0	38	14.269,55	2572	210,4	SIM	650.691,40	0	0
114	9/5/1998	47	54	18	6	12	37	0	0	0	71	9.626,08	4908	138,99	SIM	1.470.833,69	0	0
115	16/5/1998	6	14	24	20	4	38	0	0	0	78	9.283,10	5091	141,95	SIM	2.339.731,79	0	0
116	23/5/1998	36	42	32	5	13	51	0	0	0	64	11.956,28	5270	144,91	SIM	3.257.973,62	0	0
117	30/5/1998	53	42	27	20	33	25	0	0	0	36	22.046,87	3822	207,26	SIM	4.210.398,41	0	0
118	6/6/1998	22	57	37	9	25	56	0	0	0	53	16.052,88	4342	195,56	SIM	5.231.361,36	0	0
119	13/6/1998	47	21	1	50	36	38	0	0	0	21	38.921,16	2691	303,13	SIM	13.206.225,91	0	0
120	20/6/1998	46	45	16	40	27	3	0	0	0	92	13.020,97	7073	169,04	SIM	14.643.740,70	0	0
121	27/6/1998	53	41	44	2	29	55	0	0	0	45	28.917,00	4554	285,17	SIM	16.205.258,33	0	0
122	4/7/1998	20	43	39	11	53	17	0	0	0	83	18.210,45	7203	209,43	SIM	18.019.018,95	0	0
123	11/7/1998	13	42	16	32	14	26	0	0	0	176	12.440,56	13159	166,06	SIM	20.646.465,28	0	0
124	18/7/1998	52	5	34	57	15	41	0	1	24.536.288,72	188	17.242,12	14019	230,76	NÃO	0	0	0
125	25/7/1998	56	47	25	59	53	41	0	0	0	46	15.425,68	2784	254,38	SIM	851.497,47	0	0
126	1/8/1998	32	28	6	10	11	40	0	0	0	83	10.052,56	5510	151,13	SIM	1.852.731,83	0	0
127	8/8/1998	59	21	51	54	29	50	0	0	0	40	23.638,47	2613	361,14	SIM	2.987.378,17	0	0
128	15/8/1998	23	43	3	21	9	18	0	0	0	973	1.024,41	11715	84,91	SIM	4.183.483,50	0	0
129	22/8/1998	46	54	10	9	1	32	0	0	0	67	15.634,41	5320	196,51	SIM	5.440.490,00	0	0
130	29/8/1998	13	42	38	49	53	29	0	0	0	155	11.796,24	11403	160,03	SIM	18.814.958,31	0	0
131	5/9/1998	30	9	17	27	4	44	0	0	0	361	6.811,67	21683	113,19	SIM	21.765.774,49	0	0
132	12/9/1998	44	35	50	41	9	7	0	0	0	143	20.846,64	12179	244,29	SIM	25.343.057,89	0	0
133	19/9/1998	19	57	6	39	34	5	0	1	30.533.241,12	431	10.035,16	29264	147,51	NÃO	0	0	0
134	26/9/1998	60	32	25	36	52	4	0	0	0	82	10.253,38	4575	183,42	SIM	1.008.932,39	0	0
135	3/10/1998	35	40	21	59	53	22	0	0	0	40	24.573,18	3604	272,19	SIM	2.188.444,72	0	0
136	10/10/1998	17	25	45	38	1	59	0	0	0	126	8.435,36	7403	143,29	SIM	3.463.871,17	0	0
137	17/10/1998	26	15	16	22	19	49	0	0	0	88	12.675,49	6701	166,13	SIM	4.802.402,93	0	0
138	24/10/1998	41	14	37	5	40	27	0	0	0	86	14.074,36	6953	173,74	SIM	6.254.876,80	0	0
139	31/10/1998	26	27	13	42	41	3	0	2	3.902.486,14	179	7.216,46	9401	137,14	NÃO	0	0	0
140	7/11/1998	55	31	46	44	41	7	0	0	0	45	36.581,33	4945	332,24	SIM	16.453.628,31	0	0
141	14/11/1998	10	22	42	13	41	58	0	0	0	119	20.106,10	10533	226,7	SIM	19.324.778,90	0	0
142	21/11/1998	20	59	19	54	15	8	0	0	0	162	18.143,56	13991	209,66	SIM	22.851.887,24	0	0
143	28/11/1998	40	18	6	20	50	53	0	0	0	144	24.792,99	10994	324,1	SIM	27.136.115,88	0	0
144	5/12/1998	8	32	44	36	45	55	0	1	33.597.755,21	257	20.952,14	23952	224,38	NÃO	0	0	0
145	12/12/1998	43	15	41	51	16	31	0	0	0	71	15.061,27	3389	314,91	SIM	1.283.220,59	0	0
146	19/12/1998	51	34	25	60	42	32	0	0	0	51	23.923,45	4079	298,52	SIM	2.747.335,81	0	0
147	24/12/1998	24	6	38	23	28	16	0	1	3.805.750,38	75	11.760,17	5418	162,48	NÃO	0	0	0
148	31/12/1998	32	55	59	41	58	35	0	0	0	15	53.660,04	2322	345,95	SIM	965.880,61	0	0
149	9/1/1999	11	45	48	7	28	20	0	0	0	106	9.795,13	6290	164,74	SIM	2.211.820,94	0	0
150	16/1/1999	50	44	12	55	52	54	0	0	0	56	36.378,71	5540	367	SIM	21.414.530,14	0	0
151	23/1/1999	3	43	16	56	52	20	0	1	24.091.811,02	152	14.678,07	9869	225,62	NÃO	0	0	0
152	30/1/1999	12	5	15	51	58	29	0	0	0	75	11.562,39	5041	172,03	SIM	1.040.614,80	0	0
153	6/2/1999	47	2	31	42	45	30	0	0	0	47	22.846,45	4218	254,57	SIM	2.329.154,62	0	0
154	13/2/1999	8	10	24	33	45	48	0	0	0	144	7.888,29	9252	122,78	SIM	3.692.251,60	0	0
155	20/2/1999	12	32	44	43	35	30	0	1	4.988.808,21	67	16.126,32	4974	217,22	NÃO	0	0	0
156	27/2/1999	52	23	42	17	55	49	0	0	0	74	11.018,10	4455	183,02	SIM	978.407,41	0	0
157	6/3/1999	17	13	4	44	41	21	0	1	2.140.030,92	134	7.224,03	8894	108,84	NÃO	0	0	0
158	13/3/1999	58	43	51	14	17	4	0	0	0	31	25.856,53	3630	220,81	SIM	961.863,12	0	0
159	20/3/1999	16	9	50	58	11	35	0	1	2.038.170,67	57	15.735,49	4124	217,49	NÃO	0	0	0
160	27/3/1999	13	42	52	58	2	54	0	0	0	74	19.431,89	6132	234,5	SIM	11.251.511,63	0	0
161	3/4/1999	25	37	30	39	6	41	0	0	0	95	14.430,61	6865	199,69	SIM	12.896.601,04	0	0
162	10/4/1999	23	33	51	38	48	21	0	0	0	92	20.941,30	7244	265,96	SIM	15.208.520,83	0	0
163	17/4/1999	41	56	27	36	53	8	0	2	8.975.833,36	146	15.657,23	10793	211,8	NÃO	0	0	0
164	24/4/1999	4	19	14	10	44	28	0	0	0	111	7.595,63	8386	100,54	SIM	1.011.737,90	0	0
165	1/5/1999	39	56	19	23	10	35	0	2	1.044.444,54	75	11.968,35	5378	166,91	NÃO	0	0	0
166	8/5/1999	60	57	59	13	12	22	0	0	0	47	17.424,67	3371	242,95	SIM	982.751,54	0	0
167	15/5/1999	1	38	48	28	11	33	0	1	2.100.980,21	82	11.364,11	4997	186,48	NÃO	0	0	0
168	22/5/1999	45	2	35	9	50	31	0	0	0	48	15.743,70	3528	214,2	SIM	906.836,93	0	0
169	29/5/1999	52	51	37	13	21	1	0	0	0	65	13.679,08	4489	198,07	SIM	1.973.804,91	0	0
170	5/6/1999	7	51	55	41	58	46	0	0	0	50	32.383,95	6257	258,78	SIM	13.643.095,71	0	0
171	12/6/1999	54	27	4	43	40	46	0	1	16.052.410,83	134	14.983,30	10378	193,46	NÃO	0	0	0
172	19/6/1999	49	36	14	26	35	10	0	0	0	64	13.460,12	4592	186,89	SIM	1.033.736,70	0	0
173	26/6/1999	29	28	49	17	42	50	0	1	2.148.316,42	40	23.220,41	3610	256,32	NÃO	0	0	0
174	3/7/1999	11	52	22	23	36	59	0	0	0	44	17.846,85	3217	243,18	SIM	942.313,58	0	0
175	10/7/1999	10	20	13	1	42	50	0	0	0	114	8.094,08	7058	130,25	SIM	2.049.582,99	0	0
176	17/7/1999	28	4	1	45	53	3	0	0	0	62	16.696,39	5405	190,8	SIM	3.291.794,61	0	0
177	24/7/1999	35	22	39	41	59	38	0	0	0	52	21.716,29	4408	255,21	SIM	4.646.890,81	0	0
178	31/7/1999	5	27	19	26	15	33	0	1	6.129.539,43	198	6.240,11	13086	94,07	NÃO	0	0	0
179	7/8/1999	6	53	5	26	27	23	0	0	0	78	10.281,59	5646	141,51	SIM	962.357,04	0	0
180	14/8/1999	39	6	29	60	51	23	0	0	0	111	15.907,98	6978	252,09	SIM	12.143.009,93	0	0
181	21/8/1999	33	1	55	35	51	27	0	0	0	182	11.127,07	11797	171,02	SIM	14.573.162,71	0	0
182	28/8/1999	46	60	5	10	28	3	0	0	0	239	9.954,78	17413	136,13	SIM	17.428.194,22	0	0
183	4/9/1999	16	11	7	40	44	2	0	0	0	306	9.468,79	20677	139,6	SIM	20.905.131,40	0	0
184	11/9/1999	9	60	21	16	41	34	0	0	0	217	14.699,97	15462	205,53	SIM	24.733.003,15	0	0
185	18/9/1999	59	17	22	46	43	55	0	0	0	366	12.275,86	24849	180,13	SIM	30.124.561,09	0	0
186	25/9/1999	24	26	51	25	14	23	0	0	0	352	17.072,24	31164	192,1	SIM	37.335.874,86	0	0
187	2/10/1999	6	44	58	41	36	48	0	0	0	397	23.058,35	39365	231,66	SIM	48.320.873,60	0	0
188	10/10/1999	34	42	43	46	27	17	0	1	64.905.517,65	1200	11.517,11	90235	152,58	NÃO	0	0	0
189	16/10/1999	41	53	38	4	31	15	0	0	0	61	23.476,18	5485	260,09	SIM	1.718.456,25	0	0
190	24/10/1999	32	40	42	21	10	5	0	0	0	304	14.923,96	21481	210,41	SIM	44.895.988,05	0	0
191	31/10/1999	58	5	41	3	1	23	0	1	50.968.412,58	383	13.212,41	30477	165,41	NÃO	0	0	0
192	6/11/1999	1	60	26	41	28	54	0	0	0	53	23.005,08	4403	275,87	SIM	1.463.122,78	0	0
193	13/11/1999	12	4	11	49	43	19	0	0	0	190	7.199,87	11415	119,39	SIM	3.104.692,58	0	0
194	20/11/1999	32	42	43	25	28	33	0	0	0	106	12.862,40	7456	182,18	SIM	4.740.789,92	0	0
195	27/11/1999	17	3	44	37	9	32	0	1	6.370.250,64	339	4.005,56	13819	97,89	NÃO	0	0	0
196	4/12/1999	32	17	9	14	24	7	0	0	0	182	5.309,16	10493	91,75	SIM	1.159.520,95	0	0
197	11/12/1999	19	52	29	15	12	5	0	0	0	128	8.259,15	8720	120,78	SIM	2.428.125,98	0	0
198	18/12/1999	40	23	1	18	35	8	0	0	0	125	8.881,02	7134	155,02	SIM	3.760.278,08	0	0
199	24/12/1999	52	37	57	16	10	50	0	1	4.915.593,20	34	28.316,55	3143	305,16	NÃO	0	0	0
200	31/12/1999	12	15	44	34	51	19	0	2	8.829.389,20	186	11.008,48	13027	156,59	NÃO	0	0	0
201	8/1/2000	55	22	5	30	35	20	0	1	1.038.373,94	77	11.237,81	4502	191,48	NÃO	0	0	0
202	15/1/2000	49	53	44	12	24	45	0	0	0	65	12.412,65	4279	187,85	SIM	968.186,82	0	0
203	22/1/2000	11	55	44	19	29	47	0	0	0	63	14.099,33	5417	163,36	SIM	2.034.096,14	0	0
204	29/1/2000	31	41	51	39	58	29	0	0	0	32	30.221,85	2400	401,43	SIM	3.194.615,19	0	0
205	5/2/2000	26	32	54	43	46	40	0	1	4.490.339,49	71	15.208,03	6014	178,86	NÃO	0	0	0
206	12/2/2000	20	26	56	18	34	51	0	0	0	43	17.769,34	3478	218,86	SIM	916.897,74	0	0
207	19/2/2000	19	7	3	55	24	53	0	0	0	90	9.663,76	6510	133,1	SIM	1.960.583,04	0	0
208	26/2/2000	23	15	57	24	47	25	0	0	0	72	12.679,18	5232	173,83	SIM	3.056.064,34	0	0
209	4/3/2000	13	52	32	41	21	26	0	0	0	81	12.349,82	5496	181,32	SIM	4.256.466,94	0	0
210	11/3/2000	37	58	20	38	48	32	0	0	0	29	46.721,17	3921	344,24	SIM	14.043.878,83	0	0
211	18/3/2000	10	20	40	45	50	33	0	0	0	164	10.880,27	16680	106,58	SIM	16.185.115,03	0	0
212	25/3/2000	29	57	15	45	59	6	0	0	0	147	13.318,79	9880	197,42	SIM	18.534.548,53	0	0
213	1/4/2000	3	30	9	35	23	32	0	3	7.089.194,54	312	7.299,77	18348	123,66	NÃO	0	0	0
214	8/4/2000	30	12	6	50	35	31	0	0	0	54	15.578,04	3769	222,35	SIM	1.009.456,63	0	0
215	15/4/2000	7	58	28	53	37	46	0	0	0	78	12.078,40	4942	189,92	SIM	2.139.994,41	0	0
216	22/4/2000	35	42	59	18	30	14	0	4	801.057,55	91	9.745,75	5049	175	NÃO	0	0	0
217	29/4/2000	27	32	3	51	49	45	0	0	0	159	4.599,62	5820	125,19	SIM	877.607,32	0	0
218	6/5/2000	54	40	42	17	47	12	0	1	1.878.255,09	95	8.777,61	4679	177,55	NÃO	0	0	0
219	13/5/2000	26	23	49	28	42	36	0	0	0	80	9.221,78	5139	143,02	SIM	885.291,29	0	0
220	20/5/2000	36	53	55	13	60	14	0	1	12.636.751,12	125	12.488,05	8067	192,78	NÃO	0	0	0
221	27/5/2000	54	13	58	43	50	27	0	0	0	49	14.565,66	3793	187,45	SIM	856.460,89	0	0
222	3/6/2000	5	48	30	55	52	19	0	0	0	55	15.243,16	4462	187,18	SIM	1.862.509,60	0	0
223	10/6/2000	28	24	22	2	58	6	0	0	0	163	5.838,31	7780	121,86	SIM	3.004.483,21	0	0
224	17/6/2000	20	16	18	7	44	21	0	0	0	119	8.706,35	7185	143,77	SIM	4.247.750,04	0	0
225	24/6/2000	21	16	4	37	2	58	0	0	0	83	12.542,39	5517	188,14	SIM	5.496.971,76	0	0
226	1/7/2000	2	50	59	38	49	1	0	1	6.916.920,13	78	15.170,39	4123	286,14	NÃO	0	0	0
227	8/7/2000	37	26	27	42	11	48	0	0	0	51	14.471,45	3648	201,72	SIM	885.652,57	0	0
228	15/7/2000	16	40	45	59	43	13	0	0	0	64	13.240,28	4497	187,87	SIM	1.902.506,15	0	0
229	22/7/2000	39	45	11	21	33	13	0	1	2.992.781,57	121	7.508,79	7685	117,88	NÃO	0	0	0
230	29/7/2000	56	44	41	40	8	53	0	0	0	94	15.000,56	5820	241,56	SIM	9.547.336,00	0	0
231	5/8/2000	16	59	27	42	44	36	0	0	0	125	12.896,11	9458	169,93	SIM	11.481.752,44	0	0
232	12/8/2000	29	19	41	22	37	59	0	0	0	124	14.598,36	8807	204,93	SIM	13.653.988,77	0	0
233	19/8/2000	45	3	24	36	7	32	0	5	3.196.547,03	512	3.790,28	21452	90,2	NÃO	0	0	0
234	26/8/2000	15	45	54	25	42	41	0	0	0	39	19.369,91	3505	214,89	SIM	906.511,63	0	0
235	2/9/2000	29	41	55	2	31	22	0	0	0	52	16.604,49	3086	278,96	SIM	1.942.631,63	0	0
236	9/9/2000	10	52	50	57	25	60	0	0	0	76	12.197,95	4703	196,53	SIM	3.055.084,91	0	0
237	16/9/2000	36	7	45	31	56	57	0	0	0	54	19.896,75	4145	258,44	SIM	4.344.394,18	0	0
238	23/9/2000	15	9	41	13	37	42	0	4	1.429.476,11	188	6.088,25	10483	108,86	NÃO	0	0	0
239	30/9/2000	33	21	44	46	47	6	0	1	866.183,32	30	24.060,65	3826	188,1	NÃO	0	0	0
240	7/10/2000	59	28	25	41	57	38	0	0	0	103	15.200,74	6244	250	SIM	11.686.511,34	0	0
241	14/10/2000	11	57	40	35	56	31	0	0	0	74	22.811,94	5485	306,85	SIM	13.712.211,55	0	0
